data_point;region;vac_interval_group;vaccine;ve_zab_18_59;cil_zab_18_59;cih_zab_18_59;ve_hosp_18_59;cil_hosp_18_59;cih_hosp_18_59
2022.07_16-08-2022;Псковская область;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;45_75_days;EpiVacCorona;-10.57703;-45.46162;-1.88469;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;45_75_days;SputnikV;-0.50162;-5.02638;0.62584;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;75_90_days;AllVaccines;-1.06673;-7.29432;0.48503;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;75_90_days;SputnikV;-1.43965;-8.79094;0.3921;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;90_105_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Псковская область;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;РФ;105_165_days;AllVaccines;0.10444;0.08145;0.12685;0.27177;0.19556;0.34076
2022.07_16-08-2022;РФ;105_165_days;CoviVac;-0.35326;-0.57362;-0.16376;0.28537;-0.49937;0.65939
2022.07_16-08-2022;РФ;105_165_days;EpiVacCorona;0.45038;0.36633;0.52327;0.2616;-0.145;0.52381
2022.07_16-08-2022;РФ;105_165_days;SputnikLite;0.0471;0.00948;0.0833;0.2303;0.10277;0.33971
2022.07_16-08-2022;РФ;105_165_days;SputnikV;0.12368;0.09288;0.15343;0.28159;0.17721;0.37272
2022.07_16-08-2022;РФ;165_195_days;AllVaccines;0.01159;-0.01528;0.03774;0.26514;0.17976;0.34163
2022.07_16-08-2022;РФ;165_195_days;CoviVac;-0.72132;-1.10486;-0.40767;0.07573;-1.46309;0.65317
2022.07_16-08-2022;РФ;165_195_days;EpiVacCorona;0.19317;0.04885;0.3156;-0.45086;-1.24976;0.06435
2022.07_16-08-2022;РФ;165_195_days;SputnikLite;-0.02836;-0.06307;0.0052;0.34709;0.24345;0.43653
2022.07_16-08-2022;РФ;165_195_days;SputnikV;0.08555;0.04144;0.12764;0.1557;-0.00572;0.29122
2022.07_16-08-2022;РФ;21_45_days;AllVaccines;0.29409;0.24102;0.34345;0.32631;0.12193;0.48312
2022.07_16-08-2022;РФ;21_45_days;CoviVac;0.14699;-0.23547;0.41105;0.22275;-2.10814;0.80564
2022.07_16-08-2022;РФ;21_45_days;EpiVacCorona;0.38424;0.21474;0.51715;0.39576;-0.45197;0.74855
2022.07_16-08-2022;РФ;21_45_days;SputnikLite;0.0834;-0.12966;0.25627;0.33575;-0.59619;0.72357
2022.07_16-08-2022;РФ;21_45_days;SputnikV;0.30893;0.24896;0.36411;0.27178;0.02717;0.45488
2022.07_16-08-2022;РФ;45_75_days;AllVaccines;0.27279;0.21804;0.32371;0.25319;0.03543;0.42179
2022.07_16-08-2022;РФ;45_75_days;CoviVac;0.04042;-0.27721;0.27906;-0.82372;-2.82638;0.13078
2022.07_16-08-2022;РФ;45_75_days;EpiVacCorona;0.22786;-0.01334;0.41166;-0.32632;-1.78278;0.36785
2022.07_16-08-2022;РФ;45_75_days;SputnikLite;0.17522;0.01779;0.30742;0.33208;-0.33592;0.66606
2022.07_16-08-2022;РФ;45_75_days;SputnikV;0.30769;0.24487;0.36529;0.30868;0.05699;0.4932
2022.07_16-08-2022;РФ;75_90_days;AllVaccines;0.24361;0.17061;0.31019;0.2988;0.01317;0.50176
2022.07_16-08-2022;РФ;75_90_days;CoviVac;-0.02352;-0.42559;0.26515;-0.86565;-3.48314;0.22361
2022.07_16-08-2022;РФ;75_90_days;EpiVacCorona;0.28634;-0.027;0.50408;0.37215;-1.5107;0.843
2022.07_16-08-2022;РФ;75_90_days;SputnikLite;0.16521;-0.0208;0.31732;0.55175;-0.19453;0.8318
2022.07_16-08-2022;РФ;75_90_days;SputnikV;0.27548;0.18827;0.35332;0.2245;-0.14822;0.47623
2022.07_16-08-2022;РФ;90_105_days;AllVaccines;0.18749;0.11542;0.25369;0.18476;-0.10378;0.39788
2022.07_16-08-2022;РФ;90_105_days;CoviVac;0.14678;-0.28399;0.43304;-0.41985;-3.40304;0.54214
2022.07_16-08-2022;РФ;90_105_days;EpiVacCorona;0.37394;0.13589;0.54642;-0.29548;-1.88422;0.41812
2022.07_16-08-2022;РФ;90_105_days;SputnikLite;0.12349;-0.04455;0.26449;-0.07365;-0.89112;0.39046
2022.07_16-08-2022;РФ;90_105_days;SputnikV;0.17802;0.08738;0.25965;0.28529;-0.06678;0.52117
2022.07_16-08-2022;Республика Адыгея;105_165_days;AllVaccines;-1.46397;-3.56964;-0.32858;-1.53863;-9.8268;0.40475
2022.07_16-08-2022;Республика Адыгея;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;105_165_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;105_165_days;SputnikLite;-2.63909;-6.16291;-0.84883;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;105_165_days;SputnikV;-0.51264;-3.75266;0.51857;-5.09857;-25.00927;-0.42997
2022.07_16-08-2022;Республика Адыгея;165_195_days;AllVaccines;-1.03103;-2.99772;-0.03186;-1.60058;-10.09098;0.39022
2022.07_16-08-2022;Республика Адыгея;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;165_195_days;SputnikLite;-1.15437;-3.61395;-0.00593;-2.60528;-14.37583;0.15465
2022.07_16-08-2022;Республика Адыгея;165_195_days;SputnikV;-1.9714;-8.33605;0.05429;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;21_45_days;AllVaccines;-6.44362;-22.38763;-1.3691;-29.0108;-126.99048;-6.03684
2022.07_16-08-2022;Республика Адыгея;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;21_45_days;SputnikV;-9.65704;-32.48409;-2.39184;-41.96649;-182.24407;-9.07465
2022.07_16-08-2022;Республика Адыгея;45_75_days;AllVaccines;-6.08677;-27.64327;-0.75337;-42.19554;-183.22093;-9.12835
2022.07_16-08-2022;Республика Адыгея;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;45_75_days;SputnikV;-14.94354;-63.44052;-2.94467;-96.17966;-413.45313;-21.78638
2022.07_16-08-2022;Республика Адыгея;75_90_days;AllVaccines;-5.14707;-23.84519;-0.52088;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;75_90_days;SputnikV;-11.58107;-49.85013;-2.11274;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;90_105_days;AllVaccines;-5.33263;-24.5952;-0.56679;-37.5989;-163.6171;-8.05055
2022.07_16-08-2022;Республика Адыгея;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Адыгея;90_105_days;SputnikLite;-7.52542;-33.45801;-1.10931;-50.96446;-220.61874;-11.18446
2022.07_16-08-2022;Республика Адыгея;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;105_165_days;AllVaccines;0.09747;-0.39042;0.41417;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;105_165_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;105_165_days;SputnikLite;-0.60058;-1.60687;0.01727;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;105_165_days;SputnikV;0.46601;-0.19718;0.76182;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;165_195_days;AllVaccines;-0.02546;-0.56592;0.32847;-1.34071;-5.74605;0.18783
2022.07_16-08-2022;Республика Алтай;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;165_195_days;SputnikLite;-0.12389;-0.78539;0.29252;-0.4515;-5.11542;0.65549
2022.07_16-08-2022;Республика Алтай;165_195_days;SputnikV;-0.08424;-1.62206;0.55166;-7.66526;-27.6995;-1.61631
2022.07_16-08-2022;Республика Алтай;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;45_75_days;AllVaccines;-0.2481;-2.88934;0.59948;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;45_75_days;SputnikV;-0.92053;-4.98478;0.3837;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;75_90_days;AllVaccines;-0.38685;-3.3217;0.55496;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;75_90_days;CoviVac;-4.66623;-21.74958;-0.41129;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;75_90_days;SputnikV;-0.64731;-5.61387;0.5897;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;90_105_days;AllVaccines;-0.3535;-2.62744;0.49497;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;90_105_days;SputnikLite;-2.60896;-13.48977;0.10112;NULL;NULL;NULL
2022.07_16-08-2022;Республика Алтай;90_105_days;SputnikV;-1.04113;-5.36058;0.345;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;105_165_days;AllVaccines;-0.35675;-0.71834;-0.07126;-0.36434;-1.35758;0.21045
2022.07_16-08-2022;Республика Башкортостан;105_165_days;CoviVac;-1.98992;-10.97324;0.25337;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;105_165_days;EpiVacCorona;-1.27537;-3.38729;-0.18007;-7.3849;-17.93813;-2.71243
2022.07_16-08-2022;Республика Башкортостан;105_165_days;SputnikLite;-0.14992;-0.79114;0.26175;0.07522;-1.8967;0.70476
2022.07_16-08-2022;Республика Башкортостан;105_165_days;SputnikV;-0.38565;-0.85845;-0.03314;-0.09939;-1.34289;0.48412
2022.07_16-08-2022;Республика Башкортостан;165_195_days;AllVaccines;-0.63291;-1.09777;-0.27107;-0.59604;-1.87066;0.11263
2022.07_16-08-2022;Республика Башкортостан;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;165_195_days;EpiVacCorona;-1.14214;-4.15902;0.11053;-3.64345;-17.72074;-0.15175
2022.07_16-08-2022;Республика Башкортостан;165_195_days;SputnikLite;-0.85372;-1.53559;-0.35522;-0.69771;-2.61796;0.20336
2022.07_16-08-2022;Республика Башкортостан;165_195_days;SputnikV;-0.39065;-1.1229;0.08902;-0.71133;-3.1664;0.29708
2022.07_16-08-2022;Республика Башкортостан;21_45_days;AllVaccines;-0.00826;-0.42728;0.28775;0.51575;-0.51682;0.8454
2022.07_16-08-2022;Республика Башкортостан;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;21_45_days;EpiVacCorona;-0.18285;-2.67427;0.61921;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;21_45_days;SputnikLite;-0.71204;-5.85595;0.57247;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;21_45_days;SputnikV;-0.05703;-0.52098;0.26539;0.43964;-0.7552;0.8211
2022.07_16-08-2022;Республика Башкортостан;45_75_days;AllVaccines;-0.94889;-1.78831;-0.36218;-1.03413;-3.59429;0.09938
2022.07_16-08-2022;Республика Башкортостан;45_75_days;CoviVac;-3.11132;-7.64867;-0.9544;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;45_75_days;EpiVacCorona;-0.86475;-6.46748;0.53434;-9.13889;-39.87645;-1.51482
2022.07_16-08-2022;Республика Башкортостан;45_75_days;SputnikLite;-0.37984;-3.28618;0.55579;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;45_75_days;SputnikV;-0.98595;-2.03165;-0.30094;-1.44391;-4.94993;-0.00382
2022.07_16-08-2022;Республика Башкортостан;75_90_days;AllVaccines;0.02169;-1.058;0.53494;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;75_90_days;CoviVac;-0.75548;-6.02989;0.56163;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;75_90_days;SputnikLite;-0.66673;-5.6745;0.58379;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;75_90_days;SputnikV;-0.16464;-1.80485;0.51642;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;90_105_days;AllVaccines;-0.28424;-1.57587;0.35972;-1.61684;-7.19669;0.16456
2022.07_16-08-2022;Республика Башкортостан;90_105_days;CoviVac;-2.97601;-14.9221;0.00713;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;90_105_days;EpiVacCorona;-1.63573;-9.5549;0.34181;-13.33081;-56.77681;-2.55458
2022.07_16-08-2022;Республика Башкортостан;90_105_days;SputnikLite;-0.82459;-4.66772;0.41261;NULL;NULL;NULL
2022.07_16-08-2022;Республика Башкортостан;90_105_days;SputnikV;-0.20167;-2.20866;0.54996;-2.25962;-12.14163;0.19149
2022.07_16-08-2022;Республика Бурятия;105_165_days;AllVaccines;0.1462;-0.22221;0.40356;-0.53202;-3.33994;0.45919
2022.07_16-08-2022;Республика Бурятия;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;105_165_days;EpiVacCorona;-0.14974;-3.61057;0.71329;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;105_165_days;SputnikLite;0.22957;-0.44136;0.58819;-1.18055;-8.08693;0.47674
2022.07_16-08-2022;Республика Бурятия;105_165_days;SputnikV;-0.00273;-0.53815;0.34631;-0.94422;-5.34903;0.40463
2022.07_16-08-2022;Республика Бурятия;165_195_days;AllVaccines;-0.33952;-0.90779;0.05949;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;165_195_days;EpiVacCorona;-2.6533;-10.36789;-0.17406;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;165_195_days;SputnikLite;-0.46046;-1.24027;0.04791;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;165_195_days;SputnikV;-0.14231;-1.1371;0.38942;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;21_45_days;AllVaccines;-0.38869;-2.35184;0.42466;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;21_45_days;EpiVacCorona;-3.62624;-13.39535;-0.48674;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;21_45_days;SputnikLite;-29.44474;-121.08621;-6.59203;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;21_45_days;SputnikV;0.24121;-2.04283;0.81078;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;45_75_days;AllVaccines;-0.19697;-2.20244;0.55261;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;45_75_days;SputnikV;-0.63728;-3.38045;0.38804;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;75_90_days;AllVaccines;-0.17452;-2.65473;0.62254;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;75_90_days;SputnikLite;-12.35059;-52.5371;-2.32925;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;75_90_days;SputnikV;-0.13592;-3.55512;0.71674;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;90_105_days;AllVaccines;-0.03326;-2.21518;0.66794;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Бурятия;90_105_days;SputnikV;-0.68384;-4.23956;0.45886;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;105_165_days;AllVaccines;-1.19767;-2.14568;-0.53536;-1.26776;-5.36106;0.19153
2022.07_16-08-2022;Республика Дагестан;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;105_165_days;EpiVacCorona;-0.40569;-3.40844;0.55178;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;105_165_days;SputnikLite;-2.80944;-7.61944;-0.68361;-10.50767;-49.04644;-1.64607
2022.07_16-08-2022;Республика Дагестан;105_165_days;SputnikV;-1.20988;-2.23748;-0.50844;-1.17273;-5.60073;0.28481
2022.07_16-08-2022;Республика Дагестан;165_195_days;AllVaccines;-1.73207;-3.52526;-0.64946;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;165_195_days;EpiVacCorona;-1.2546;-8.09883;0.44133;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;165_195_days;SputnikLite;-4.58254;-10.37838;-1.73894;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;165_195_days;SputnikV;-1.20689;-3.32877;-0.12511;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;21_45_days;AllVaccines;-0.8684;-3.55618;0.23381;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;21_45_days;SputnikV;-0.90113;-3.636;0.22039;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;45_75_days;AllVaccines;-3.26505;-5.64813;-1.7362;-5.78169;-19.60267;-1.2323
2022.07_16-08-2022;Республика Дагестан;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;45_75_days;SputnikV;-3.37927;-5.82617;-1.80948;-5.96331;-20.15443;-1.29208
2022.07_16-08-2022;Республика Дагестан;75_90_days;AllVaccines;-2.77369;-6.40202;-0.9239;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;75_90_days;SputnikV;-3.0336;-6.91183;-1.05641;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;90_105_days;AllVaccines;-2.75771;-6.659;-0.84364;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;90_105_days;CoviVac;-13.33808;-56.86383;-2.55283;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Дагестан;90_105_days;SputnikV;-3.09236;-7.73824;-0.91656;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;105_165_days;AllVaccines;-1.21362;-2.86623;-0.26741;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;105_165_days;EpiVacCorona;-0.98397;-5.27893;0.37312;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;105_165_days;SputnikLite;-1.32582;-4.33374;-0.01419;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;105_165_days;SputnikV;-1.61886;-4.42381;-0.2645;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;165_195_days;AllVaccines;-0.76236;-2.32014;0.06452;-22.71181;-260.49855;-1.15011
2022.07_16-08-2022;Республика Ингушетия;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;165_195_days;SputnikLite;-0.82956;-2.96457;0.1557;-39.77303;-448.65299;-2.69716
2022.07_16-08-2022;Республика Ингушетия;165_195_days;SputnikV;-0.96448;-3.84873;0.20408;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;45_75_days;AllVaccines;-0.36653;-2.72909;0.49923;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;45_75_days;EpiVacCorona;-27.81186;-116.12769;-6.08734;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;45_75_days;SputnikV;-0.12609;-2.56387;0.64419;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;75_90_days;AllVaccines;-2.03921;-7.29361;-0.11373;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;75_90_days;EpiVacCorona;-24.87584;-104.19199;-5.36511;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;75_90_days;SputnikV;-1.51931;-6.9732;0.20397;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;90_105_days;AllVaccines;-1.33687;-5.37701;0.14365;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;90_105_days;EpiVacCorona;-1.86821;-6.82696;-0.05106;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Ингушетия;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Калмыкия;105_165_days;AllVaccines;-0.70349;-1.23785;-0.29673;NULL;NULL;NULL
2022.07_16-08-2022;Республика Калмыкия;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Республика Калмыкия;105_165_days;EpiVacCorona;-2.98621;-9.64433;-0.4928;NULL;NULL;NULL
